"","x"
"6816","  106840450"
"6817","  109019522"
"6818","  111198594"
"6819","  113377666"
"6820","  115556738"
"6821","  117735810"
"6822","  119914882"
"6823","  122093954"
"6824","  124273026"
"6825","  126452098"
"6826","  128631170"
"6827","  130810242"
"6828","  132989314"
"6829","  135168386"
"6830","  137347458"
"6831","  139526530"
"6832","     134149"
"6833","     202113"
"6834","     338305"
"6835","     610690"
"6836","    1155458"
"6837","    2244994"
"6838","    4424066"
"6839","    6603138"
"6840","    8782210"
"6841","   10961282"
"6842","   13140354"
"6843","   15319426"
"6844","   17498498"
"6845","   19677570"
"6846","   21856642"
"6847","   24035714"
"6848","   26214786"
"6849","   28393858"
"6850","   30572930"
"6851","   32752002"
"6852","   34931074"
"6853","   37110146"
"6854","   39289218"
"6855","   41468290"
"6856","   43647362"
"6857","   45826434"
"6858","   48005506"
"6859","   50184578"
"6860","   52363650"
"6861","   54542722"
"6862","   56721794"
"6863","   58900866"
"6864","   61079938"
"6865","   63259010"
"6866","   65438082"
"6867","   67617154"
"6868","   69796226"
"6869","   71975298"
"6870","   74154370"
"6871","   76333442"
"6872","   78512514"
"6873","   80691586"
"6874","   82870658"
"6875","   85049730"
"6876","   87228802"
"6877","   89407874"
"6878","   91586946"
"6879","   93766018"
"6880","   95945090"
"6881","   98124162"
"6882","  100303234"
"6883","  102482306"
"6884","  104661378"
"6885","  106840450"
"6886","  109019522"
"6887","  111198594"
"6888","  113377666"
"6889","  115556738"
"6890","  117735810"
"6891","  119914882"
"6892","  122093954"
"6893","  124273026"
"6894","  126452098"
"6895","  128631170"
"6896","  130810242"
"6897","  132989314"
"6898","  135168386"
"6899","  137347458"
"6900","  139526530"
"6901","       4224"
"6902","       8448"
"6903","      16896"
"6904","      33792"
"6905","      67584"
"6906","     135168"
"6907","     270336"
"6908","     405504"
"6909","     540672"
"6910","     675840"
"6911","     811008"
"6912","     946176"
"6913","    1081344"
"6914","    1216512"
"6915","    1351680"
"6916","    1486848"
"6917","    1622016"
"6918","    1757184"
"6919","    1892352"
"6920","    2027520"
"6921","    2162688"
"6922","    2297856"
"6923","    2433024"
"6924","    2568192"
"6925","    2703360"
"6926","    2838528"
"6927","    2973696"
"6928","    3108864"
"6929","    3244032"
"6930","    3379200"
"6931","    3514368"
"6932","    3649536"
"6933","    3784704"
"6934","    3919872"
"6935","    4055040"
"6936","    4190208"
"6937","    4325376"
"6938","    4460544"
"6939","    4595712"
"6940","    4730880"
"6941","    4866048"
"6942","    5001216"
"6943","    5136384"
"6944","    5271552"
"6945","    5406720"
"6946","    5541888"
"6947","    5677056"
"6948","    5812224"
"6949","    5947392"
"6950","    6082560"
"6951","    6217728"
"6952","    6352896"
"6953","    6488064"
"6954","    6623232"
"6955","    6758400"
"6956","    6893568"
"6957","    7028736"
"6958","    7163904"
"6959","    7299072"
"6960","    7434240"
"6961","    7569408"
"6962","    7704576"
"6963","    7839744"
"6964","    7974912"
"6965","    8110080"
"6966","    8245248"
"6967","    8380416"
"6968","    8515584"
"6969","    8650752"
"6970","       4224"
"6971","       8448"
"6972","      16896"
"6973","      33792"
"6974","      67584"
"6975","     135168"
"6976","     270336"
"6977","     405504"
"6978","     540672"
"6979","     675840"
"6980","     811008"
"6981","     946176"
"6982","    1081344"
"6983","    1216512"
"6984","    1351680"
"6985","    1486848"
"6986","    1622016"
"6987","    1757184"
"6988","    1892352"
"6989","    2027520"
"6990","    2162688"
"6991","    2297856"
"6992","    2433024"
"6993","    2568192"
"6994","    2703360"
"6995","    2838528"
"6996","    2973696"
"6997","    3108864"
"6998","    3244032"
"6999","    3379200"
"7000","    3514368"
"7001","    3649536"
"7002","    3784704"
"7003","    3919872"
"7004","    4055040"
"7005","    4190208"
"7006","    4325376"
"7007","    4460544"
"7008","    4595712"
"7009","    4730880"
"7010","    4866048"
"7011","    5001216"
"7012","    5136384"
"7013","    5271552"
"7014","    5406720"
"7015","    5541888"
"7016","    5677056"
"7017","    5812224"
"7018","    5947392"
"7019","    6082560"
"7020","    6217728"
"7021","    6352896"
"7022","    6488064"
"7023","    6623232"
"7024","    6758400"
"7025","    6893568"
"7026","    7028736"
"7027","    7163904"
"7028","    7299072"
"7029","    7434240"
"7030","    7569408"
"7031","    7704576"
"7032","    7839744"
"7033","    7974912"
"7034","    8110080"
"7035","    8245248"
"7036","    8380416"
"7037","    8515584"
"7038","    8650752"
"7039","       4096"
"7040","       8192"
"7041","      16384"
"7042","      32768"
"7043","      65536"
"7044","     131072"
"7045","     262144"
"7046","     393216"
"7047","     524288"
"7048","     655360"
"7049","     786432"
"7050","     917504"
"7051","    1048576"
"7052","    1179648"
"7053","    1310720"
"7054","    1441792"
"7055","    1572864"
"7056","    1703936"
"7057","    1835008"
"7058","    1966080"
"7059","    2097152"
"7060","    2228224"
"7061","    2359296"
"7062","    2490368"
"7063","    2621440"
"7064","    2752512"
"7065","    2883584"
"7066","    3014656"
"7067","    3145728"
"7068","    3276800"
"7069","    3407872"
"7070","    3538944"
"7071","    3670016"
"7072","    3801088"
"7073","    3932160"
"7074","    4063232"
"7075","    4194304"
"7076","    4325376"
"7077","    4456448"
"7078","    4587520"
"7079","    4718592"
"7080","    4849664"
"7081","    4980736"
"7082","    5111808"
"7083","    5242880"
"7084","    5373952"
"7085","    5505024"
"7086","    5636096"
"7087","    5767168"
"7088","    5898240"
"7089","    6029312"
"7090","    6160384"
"7091","    6291456"
"7092","    6422528"
"7093","    6553600"
"7094","    6684672"
"7095","    6815744"
"7096","    6946816"
"7097","    7077888"
"7098","    7208960"
"7099","    7340032"
"7100","    7471104"
"7101","    7602176"
"7102","    7733248"
"7103","    7864320"
"7104","    7995392"
"7105","    8126464"
"7106","    8257536"
"7107","    8388608"
"7108","       4096"
"7109","       8192"
"7110","      16384"
"7111","      32768"
"7112","      65536"
"7113","     131072"
"7114","     262144"
"7115","     393216"
"7116","     524288"
"7117","     655360"
"7118","     786432"
"7119","     917504"
"7120","    1048576"
"7121","    1179648"
"7122","    1310720"
"7123","    1441792"
"7124","    1572864"
"7125","    1703936"
"7126","    1835008"
"7127","    1966080"
"7128","    2097152"
"7129","    2228224"
"7130","    2359296"
"7131","    2490368"
"7132","    2621440"
"7133","    2752512"
"7134","    2883584"
"7135","    3014656"
"7136","    3145728"
"7137","    3276800"
"7138","    3407872"
"7139","    3538944"
"7140","    3670016"
"7141","    3801088"
"7142","    3932160"
"7143","    4063232"
"7144","    4194304"
"7145","    4325376"
"7146","    4456448"
"7147","    4587520"
"7148","    4718592"
"7149","    4849664"
"7150","    4980736"
"7151","    5111808"
"7152","    5242880"
"7153","    5373952"
"7154","    5505024"
"7155","    5636096"
"7156","    5767168"
"7157","    5898240"
"7158","    6029312"
"7159","    6160384"
"7160","    6291456"
"7161","    6422528"
"7162","    6553600"
"7163","    6684672"
"7164","    6815744"
"7165","    6946816"
"7166","    7077888"
"7167","    7208960"
"7168","    7340032"
"7169","    7471104"
"7170","    7602176"
"7171","    7733248"
"7172","    7864320"
"7173","    7995392"
"7174","    8126464"
"7175","    8257536"
"7176","    8388608"
"7177","    4482"
"7178","    4480"
"7179","    4480"
"7180","    4480"
"7181","    4480"
"7182","    4480"
"7183","    4480"
"7184","    4480"
"7185","    4480"
"7186","    4480"
"7187","    4480"
"7188","    4480"
"7189","    4480"
"7190","    4480"
"7191","    4480"
"7192","    4480"
"7193","    4480"
"7194","    4480"
"7195","    4480"
"7196","    4480"
"7197","    4480"
"7198","    4480"
"7199","    4480"
"7200","    4480"
"7201","    4480"
"7202","    4480"
"7203","    4480"
"7204","    4480"
"7205","    4480"
"7206","    4480"
"7207","    4480"
"7208","    4480"
"7209","    4480"
"7210","    4480"
"7211","    4480"
"7212","    4480"
"7213","    4480"
"7214","    4480"
"7215","    4480"
"7216","    4480"
"7217","    4480"
"7218","    4480"
"7219","    4480"
"7220","    4480"
"7221","    4480"
"7222","    4480"
"7223","    4480"
"7224","    4480"
"7225","    4480"
"7226","    4480"
"7227","    4480"
"7228","    4480"
"7229","    4480"
"7230","    4480"
"7231","    4480"
"7232","    4480"
"7233","    4480"
"7234","    4480"
"7235","    4480"
"7236","    4480"
"7237","    4480"
"7238","    4480"
"7239","    4480"
"7240","    4480"
"7241","    4480"
"7242","    4480"
"7243","    4480"
"7244","    4480"
"7245","    4480"
"7246","    4482"
"7247","    4480"
"7248","    4480"
"7249","    4480"
"7250","    4480"
"7251","    4480"
"7252","    4480"
"7253","    4480"
"7254","    4480"
"7255","    4480"
"7256","    4480"
"7257","    4480"
"7258","    4480"
"7259","    4480"
"7260","    4480"
"7261","    4480"
"7262","    4480"
"7263","    4480"
"7264","    4480"
"7265","    4480"
"7266","    4480"
"7267","    4480"
"7268","    4480"
"7269","    4480"
"7270","    4480"
"7271","    4480"
"7272","    4480"
"7273","    4480"
"7274","    4480"
"7275","    4480"
"7276","    4480"
"7277","    4480"
"7278","    4480"
"7279","    4480"
"7280","    4480"
"7281","    4480"
"7282","    4480"
"7283","    4480"
"7284","    4480"
"7285","    4480"
"7286","    4480"
"7287","    4480"
"7288","    4480"
"7289","    4480"
"7290","    4480"
"7291","    4480"
"7292","    4480"
"7293","    4480"
"7294","    4480"
"7295","    4480"
"7296","    4480"
"7297","    4480"
"7298","    4480"
"7299","    4480"
"7300","    4480"
"7301","    4480"
"7302","    4480"
"7303","    4480"
"7304","    4480"
"7305","    4480"
"7306","    4480"
"7307","    4480"
"7308","    4480"
"7309","    4480"
"7310","    4480"
"7311","    4480"
"7312","    4480"
"7313","    4480"
"7314","    4480"
"7315","0"
"7316","0"
"7317","0"
"7318","0"
"7319","0"
"7320","0"
"7321","0"
"7322","0"
"7323","0"
"7324","0"
"7325","0"
"7326","0"
"7327","0"
"7328","0"
"7329","0"
"7330","0"
"7331","0"
"7332","0"
"7333","0"
"7334","0"
"7335","0"
"7336","0"
"7337","0"
"7338","0"
"7339","0"
"7340","0"
"7341","0"
"7342","0"
"7343","0"
"7344","0"
"7345","0"
"7346","0"
"7347","0"
"7348","0"
"7349","0"
"7350","0"
"7351","0"
"7352","0"
"7353","0"
"7354","0"
"7355","0"
"7356","0"
"7357","0"
"7358","0"
"7359","0"
"7360","0"
"7361","0"
"7362","0"
"7363","0"
"7364","0"
"7365","0"
"7366","0"
"7367","0"
"7368","0"
"7369","0"
"7370","0"
"7371","0"
"7372","0"
"7373","0"
"7374","0"
"7375","0"
"7376","0"
"7377","0"
"7378","0"
"7379","0"
"7380","0"
"7381","0"
"7382","0"
"7383","0"
"7384","0"
"7385","0"
"7386","0"
"7387","0"
"7388","0"
"7389","0"
"7390","0"
"7391","0"
"7392","0"
"7393","0"
"7394","0"
"7395","0"
"7396","0"
"7397","0"
"7398","0"
"7399","0"
"7400","0"
"7401","0"
"7402","0"
"7403","0"
"7404","0"
"7405","0"
"7406","0"
"7407","0"
"7408","0"
"7409","0"
"7410","0"
"7411","0"
"7412","0"
"7413","0"
"7414","0"
"7415","0"
"7416","0"
"7417","0"
"7418","0"
"7419","0"
"7420","0"
"7421","0"
"7422","0"
"7423","0"
"7424","0"
"7425","0"
"7426","0"
"7427","0"
"7428","0"
"7429","0"
"7430","0"
"7431","0"
"7432","0"
"7433","0"
"7434","0"
"7435","0"
"7436","0"
"7437","0"
"7438","0"
"7439","0"
"7440","0"
"7441","0"
"7442","0"
"7443","0"
"7444","0"
"7445","0"
"7446","0"
"7447","0"
"7448","0"
"7449","0"
"7450","0"
"7451","0"
"7452","0"
"7453"," 5"
"7454"," 5"
"7455","10"
"7456"," 5"
"7457"," 4"
"7458"," 2"
"7459"," 1"
"7460"," 5"
"7461"," 9"
"7462"," 5"
"7463"," 5"
"7464","10"
"7465"," 4"
"7466"," 5"
"7467"," 2"
"7468"," 3"
"7469"," 5"
"7470"," 4"
"7471"," 1"
"7472"," 2"
"7473"," 6"
"7474"," 0"
"7475"," 4"
"7476","13"
"7477"," 8"
"7478"," 5"
"7479"," 4"
"7480"," 9"
"7481"," 1"
"7482"," 5"
"7483"," 8"
"7484"," 5"
"7485"," 6"
"7486"," 6"
"7487"," 6"
"7488"," 4"
"7489"," 4"
"7490"," 6"
"7491"," 1"
"7492"," 5"
"7493"," 4"
"7494"," 5"
"7495"," 4"
"7496","10"
"7497"," 4"
"7498"," 5"
"7499"," 4"
"7500"," 2"
"7501"," 0"
"7502"," 5"
"7503"," 1"
"7504"," 1"
"7505"," 0"
"7506"," 1"
"7507"," 4"
"7508"," 4"
"7509"," 2"
"7510"," 4"
"7511"," 5"
"7512","10"
"7513"," 4"
"7514"," 2"
"7515"," 4"
"7516"," 9"
"7517"," 4"
"7518"," 4"
"7519"," 8"
"7520"," 5"
"7521"," 5"
"7522"," 5"
"7523"," 5"
"7524","10"
"7525"," 5"
"7526"," 4"
"7527"," 2"
"7528"," 1"
"7529"," 5"
"7530"," 9"
"7531"," 5"
"7532"," 5"
"7533","10"
"7534"," 4"
"7535"," 5"
"7536"," 2"
"7537"," 3"
"7538"," 5"
"7539"," 4"
"7540"," 1"
"7541"," 2"
"7542"," 6"
"7543"," 0"
"7544"," 4"
"7545","13"
"7546"," 8"
"7547"," 5"
"7548"," 4"
"7549"," 9"
"7550"," 1"
"7551"," 5"
"7552"," 8"
"7553"," 5"
"7554"," 6"
"7555"," 6"
"7556"," 6"
"7557"," 4"
"7558"," 4"
"7559"," 6"
"7560"," 1"
"7561"," 5"
"7562"," 4"
"7563"," 5"
"7564"," 4"
"7565","10"
"7566"," 4"
"7567"," 5"
"7568"," 4"
"7569"," 2"
"7570"," 0"
"7571"," 5"
"7572"," 1"
"7573"," 1"
"7574"," 0"
"7575"," 1"
"7576"," 4"
"7577"," 4"
"7578"," 2"
"7579"," 4"
"7580"," 5"
"7581","10"
"7582"," 4"
"7583"," 2"
"7584"," 4"
"7585"," 9"
"7586"," 4"
"7587"," 4"
"7588"," 8"
"7589"," 5"
"7590"," 5"
"7591","0"
"7592","0"
"7593","0"
"7594","0"
"7595","0"
"7596","0"
"7597","0"
"7598","0"
"7599","0"
"7600","0"
"7601","0"
"7602","0"
"7603","0"
"7604","0"
"7605","0"
"7606","0"
"7607","0"
"7608","0"
"7609","0"
"7610","0"
"7611","0"
"7612","0"
"7613","0"
"7614","0"
"7615","0"
"7616","0"
"7617","0"
"7618","0"
"7619","0"
"7620","0"
"7621","0"
"7622","0"
"7623","0"
"7624","0"
"7625","0"
"7626","0"
"7627","0"
"7628","0"
"7629","0"
"7630","0"
"7631","0"
"7632","0"
"7633","0"
"7634","0"
"7635","0"
"7636","0"
"7637","0"
"7638","0"
"7639","0"
"7640","0"
"7641","0"
"7642","0"
"7643","0"
"7644","0"
"7645","0"
"7646","0"
"7647","0"
"7648","0"
"7649","0"
"7650","0"
"7651","0"
"7652","0"
"7653","0"
"7654","0"
"7655","0"
"7656","0"
"7657","0"
"7658","0"
"7659","0"
"7660","0"
"7661","0"
"7662","0"
"7663","0"
"7664","0"
"7665","0"
"7666","0"
"7667","0"
"7668","0"
"7669","0"
"7670","0"
"7671","0"
"7672","0"
"7673","0"
"7674","0"
"7675","0"
"7676","0"
"7677","0"
"7678","0"
"7679","0"
"7680","0"
"7681","0"
"7682","0"
"7683","0"
"7684","0"
"7685","0"
"7686","0"
"7687","0"
"7688","0"
"7689","0"
"7690","0"
"7691","0"
"7692","0"
"7693","0"
"7694","0"
"7695","0"
"7696","0"
"7697","0"
"7698","0"
"7699","0"
"7700","0"
"7701","0"
"7702","0"
"7703","0"
"7704","0"
"7705","0"
"7706","0"
"7707","0"
"7708","0"
"7709","0"
"7710","0"
"7711","0"
"7712","0"
"7713","0"
"7714","0"
"7715","0"
"7716","0"
"7717","0"
"7718","0"
"7719","0"
"7720","0"
"7721","0"
"7722","0"
"7723","0"
"7724","0"
"7725","0"
"7726","0"
"7727","0"
"7728","0"
"7729","      12935"
"7730","      32775"
"7731","      65583"
"7732","     131119"
"7733","     262151"
"7734","     614463"
"7735","    1228881"
"7736","    1662999"
"7737","    2277417"
"7738","    2679362"
"7739","    3236020"
"7740","    3850321"
"7741","    4374609"
"7742","    4898937"
"7743","    5493725"
"7744","    6037561"
"7745","    6561851"
"7746","    7086139"
"7747","    7610698"
"7748","    8224883"
"7749","    8749131"
"7750","    9363907"
"7751","    9797751"
"7752","   10321995"
"7753","   10936455"
"7754","   11460699"
"7755","   11985027"
"7756","   12599405"
"7757","   13123733"
"7758","   13648069"
"7759","   14262397"
"7760","   14696597"
"7761","   15311055"
"7762","   15835307"
"7763","   16449679"
"7764","   16973967"
"7765","   17498299"
"7766","   18022583"
"7767","   18546871"
"7768","   19161295"
"7769","   19775665"
"7770","   20299953"
"7771","   20734113"
"7772","   21329431"
"7773","   21872865"
"7774","   22397145"
"7775","   23011563"
"7776","   23445681"
"7777","   24150227"
"7778","   24584387"
"7779","   25198859"
"7780","   25644793"
"7781","   26247467"
"7782","   26771707"
"7783","   27295955"
"7784","   27910373"
"7785","   28434661"
"7786","   28958949"
"7787","   29393107"
"7788","   30043210"
"7789","   30621997"
"7790","   31146273"
"7791","   31670573"
"7792","   32227658"
"7793","   32899499"
"7794","   33333509"
"7795","   33948003"
"7796","   34472359"
"7797","   34996627"
"7798","      12935"
"7799","      32775"
"7800","      65583"
"7801","     131119"
"7802","     262151"
"7803","     614463"
"7804","    1228881"
"7805","    1662999"
"7806","    2277417"
"7807","    2679362"
"7808","    3236020"
"7809","    3850321"
"7810","    4374609"
"7811","    4898937"
"7812","    5493725"
"7813","    6037561"
"7814","    6561851"
"7815","    7086139"
"7816","    7610698"
"7817","    8224883"
"7818","    8749131"
"7819","    9363907"
"7820","    9797751"
"7821","   10321995"
"7822","   10936455"
"7823","   11460699"
"7824","   11985027"
"7825","   12599405"
"7826","   13123733"
"7827","   13648069"
"7828","   14262397"
"7829","   14696597"
"7830","   15311055"
"7831","   15835307"
"7832","   16449679"
"7833","   16973967"
"7834","   17498299"
"7835","   18022583"
"7836","   18546871"
"7837","   19161295"
"7838","   19775665"
"7839","   20299953"
"7840","   20734113"
"7841","   21329431"
"7842","   21872865"
"7843","   22397145"
"7844","   23011563"
"7845","   23445681"
"7846","   24150227"
"7847","   24584387"
"7848","   25198859"
"7849","   25644793"
"7850","   26247467"
"7851","   26771707"
"7852","   27295955"
"7853","   27910373"
"7854","   28434661"
"7855","   28958949"
"7856","   29393107"
"7857","   30043210"
"7858","   30621997"
"7859","   31146273"
"7860","   31670573"
"7861","   32227658"
"7862","   32899499"
"7863","   33333509"
"7864","   33948003"
"7865","   34472359"
"7866","   34996627"
"7867","   15186"
"7868","   13738"
"7869","   15064"
"7870","   16605"
"7871","   17533"
"7872","   17273"
"7873","   17721"
"7874","   17634"
"7875","   17549"
"7876","   17624"
"7877","   17674"
"7878","   17477"
"7879","   17471"
"7880","   17622"
"7881","   17550"
"7882","   17580"
"7883","   17670"
"7884","   17611"
"7885","   17373"
"7886","   17593"
"7887","   17442"
"7888","   17553"
"7889","   17641"
"7890","   17515"
"7891","   17666"
"7892","   17755"
"7893","   17573"
"7894","   17696"
"7895","   17716"
"7896","   17607"
"7897","   17678"
"7898","   17616"
"7899","   17650"
"7900","   17584"
"7901","   17690"
"7902","   17649"
"7903","   17618"
"7904","   17647"
"7905","   17699"
"7906","   17670"
"7907","   17688"
"7908","   17680"
"7909","   17698"
"7910","   17666"
"7911","   17743"
"7912","   17631"
"7913","   17663"
"7914","   17697"
"7915","   17713"
"7916","   17727"
"7917","   17697"
"7918","   17698"
"7919","   17687"
"7920","   17703"
"7921","   17607"
"7922","   17643"
"7923","   17655"
"7924","   17658"
"7925","   17508"
"7926","   17502"
"7927","   17613"
"7928","   17652"
"7929","   17559"
"7930","   17632"
"7931","   17671"
"7932","   17637"
"7933","   17620"
"7934","   17587"
"7935","   17602"
"7936","   15186"
"7937","   13738"
"7938","   15064"
"7939","   16605"
"7940","   17533"
"7941","   17273"
"7942","   17721"
"7943","   17634"
"7944","   17549"
"7945","   17624"
"7946","   17674"
"7947","   17477"
"7948","   17471"
"7949","   17622"
"7950","   17550"
"7951","   17580"
"7952","   17670"
"7953","   17611"
"7954","   17373"
"7955","   17593"
"7956","   17442"
"7957","   17553"
"7958","   17641"
"7959","   17515"
"7960","   17666"
"7961","   17755"
"7962","   17573"
"7963","   17696"
"7964","   17716"
"7965","   17607"
"7966","   17678"
"7967","   17616"
"7968","   17650"
"7969","   17584"
"7970","   17690"
"7971","   17649"
"7972","   17618"
"7973","   17647"
"7974","   17699"
"7975","   17670"
"7976","   17688"
"7977","   17680"
"7978","   17698"
"7979","   17666"
"7980","   17743"
"7981","   17631"
"7982","   17663"
"7983","   17697"
"7984","   17713"
"7985","   17727"
"7986","   17697"
"7987","   17698"
"7988","   17687"
"7989","   17703"
"7990","   17607"
"7991","   17643"
"7992","   17655"
"7993","   17658"
"7994","   17508"
"7995","   17502"
"7996","   17613"
"7997","   17652"
"7998","   17559"
"7999","   17632"
"8000","   17671"
"8001","   17637"
"8002","   17620"
"8003","   17587"
"8004","   17602"
"8005","      16534"
"8006","      32842"
"8007","      65688"
"8008","     131142"
"8009","     262212"
"8010","     524438"
"8011","    1048800"
"8012","    1573014"
"8013","    2097296"
"8014","    2621592"
"8015","    3145806"
"8016","    3670166"
"8017","    4194452"
"8018","    4718746"
"8019","    5243185"
"8020","    5767322"
"8021","    6291520"
"8022","    6815972"
"8023","    7340260"
"8024","    7864476"
"8025","    8388838"
"8026","    8913210"
"8027","    9437332"
"8028","    9962003"
"8029","   10485824"
"8030","   11010194"
"8031","   11534566"
"8032","   12058776"
"8033","   12583603"
"8034","   13107266"
"8035","   13631640"
"8036","   14156456"
"8037","   14680208"
"8038","   15204420"
"8039","   15728708"
"8040","   16253002"
"8041","   16777360"
"8042","   17301574"
"8043","   17825860"
"8044","   18350230"
"8045","   18874604"
"8046","   19398806"
"8047","   19923258"
"8048","   20447300"
"8049","   20971586"
"8050","   21495960"
"8051","   22020164"
"8052","   22544530"
"8053","   23068902"
"8054","   23593106"
"8055","   24117402"
"8056","   24641690"
"8057","   25165968"
"8058","   25690260"
"8059","   26214550"
"8060","   26738834"
"8061","   27263124"
"8062","   27787496"
"8063","   28311618"
"8064","   28835908"
"8065","   29360276"
"8066","   29884570"
"8067","   30408854"
"8068","   30933062"
"8069","   31457676"
"8070","   31981718"
"8071","   32506006"
"8072","   33030210"
"8073","   33554676"
"8074","      16534"
"8075","      32842"
"8076","      65688"
"8077","     131142"
"8078","     262212"
"8079","     524438"
"8080","    1048800"
"8081","    1573014"
"8082","    2097296"
"8083","    2621592"
"8084","    3145806"
"8085","    3670166"
"8086","    4194452"
"8087","    4718746"
"8088","    5243185"
"8089","    5767322"
"8090","    6291520"
"8091","    6815972"
"8092","    7340260"
"8093","    7864476"
"8094","    8388838"
"8095","    8913210"
"8096","    9437332"
"8097","    9962003"
"8098","   10485824"
"8099","   11010194"
"8100","   11534566"
"8101","   12058776"
"8102","   12583603"
"8103","   13107266"
"8104","   13631640"
"8105","   14156456"
"8106","   14680208"
"8107","   15204420"
"8108","   15728708"
"8109","   16253002"
"8110","   16777360"
"8111","   17301574"
"8112","   17825860"
"8113","   18350230"
"8114","   18874604"
"8115","   19398806"
"8116","   19923258"
"8117","   20447300"
"8118","   20971586"
"8119","   21495960"
"8120","   22020164"
"8121","   22544530"
"8122","   23068902"
"8123","   23593106"
"8124","   24117402"
"8125","   24641690"
"8126","   25165968"
"8127","   25690260"
"8128","   26214550"
"8129","   26738834"
"8130","   27263124"
"8131","   27787496"
"8132","   28311618"
"8133","   28835908"
"8134","   29360276"
"8135","   29884570"
"8136","   30408854"
"8137","   30933062"
"8138","   31457676"
"8139","   31981718"
"8140","   32506006"
"8141","   33030210"
"8142","   33554676"
"8143","   17927"
"8144","   17924"
"8145","   17930"
"8146","   17926"
"8147","   17921"
"8148","   17924"
"8149","   17920"
"8150","   17925"
"8151","   17924"
"8152","   17929"
"8153","   17932"
"8154","   17921"
"8155","   17921"
"8156","   17925"
"8157","   17926"
"8158","   17920"
"8159","   17923"
"8160","   17932"
"8161","   17924"
"8162","   17925"
"8163","   17929"
"8164","   17921"
"8165","   17925"
"8166","   17925"
"8167","   17921"
"8168","   17928"
"8169","   17925"
"8170","   17920"
"8171","   17920"
"8172","   17920"
"8173","   17921"
"8174","   17929"
"8175","   17924"
"8176","   17926"
"8177","   17924"
"8178","   17924"
"8179","   17926"
"8180","   17930"
"8181","   17927"
"8182","   17924"
"8183","   17925"
"8184","   17925"
"8185","   17921"
"8186","   17926"
"8187","   17925"
"8188","   17927"
"8189","   17922"
"8190","   17921"
"8191","   17920"
"8192","   17925"
"8193","   17928"
"8194","   17928"
"8195","   17934"
"8196","   17920"
"8197","   17920"
"8198","   17933"
"8199","   17926"
"8200","   17921"
"8201","   17924"
"8202","   17922"
"8203","   17929"
"8204","   17924"
"8205","   17924"
"8206","   17929"
"8207","   17926"
"8208","   17924"
"8209","   17925"
"8210","   17928"
"8211","   17929"
"8212","   17927"
"8213","   17924"
"8214","   17930"
"8215","   17926"
"8216","   17921"
"8217","   17924"
"8218","   17920"
"8219","   17925"
"8220","   17924"
"8221","   17929"
"8222","   17932"
"8223","   17921"
"8224","   17921"
"8225","   17925"
"8226","   17926"
"8227","   17920"
"8228","   17923"
"8229","   17932"
"8230","   17924"
"8231","   17925"
"8232","   17929"
"8233","   17921"
"8234","   17925"
"8235","   17925"
"8236","   17921"
"8237","   17928"
"8238","   17925"
"8239","   17920"
"8240","   17920"
"8241","   17920"
"8242","   17921"
"8243","   17929"
"8244","   17924"
"8245","   17926"
"8246","   17924"
"8247","   17924"
"8248","   17926"
"8249","   17930"
"8250","   17927"
"8251","   17924"
"8252","   17925"
"8253","   17925"
"8254","   17921"
"8255","   17926"
"8256","   17925"
"8257","   17927"
"8258","   17922"
"8259","   17921"
"8260","   17920"
"8261","   17925"
"8262","   17928"
"8263","   17928"
"8264","   17934"
"8265","   17920"
"8266","   17920"
"8267","   17933"
"8268","   17926"
"8269","   17921"
"8270","   17924"
"8271","   17922"
"8272","   17929"
"8273","   17924"
"8274","   17924"
"8275","   17929"
"8276","   17926"
"8277","   17924"
"8278","   17925"
"8279","   17928"
"8280","   17929"
"8281","0"
"8282","0"
"8283","0"
"8284","0"
"8285","0"
"8286","0"
"8287","0"
"8288","0"
"8289","0"
"8290","0"
"8291","0"
"8292","0"
"8293","0"
"8294","0"
"8295","0"
"8296","0"
"8297","0"
"8298","0"
"8299","0"
"8300","0"
"8301","0"
"8302","0"
"8303","0"
"8304","0"
"8305","0"
"8306","0"
"8307","0"
"8308","0"
"8309","0"
"8310","0"
"8311","0"
"8312","0"
"8313","0"
"8314","0"
"8315","0"
"8316","0"
"8317","0"
"8318","0"
"8319","0"
"8320","0"
"8321","0"
"8322","0"
"8323","0"
"8324","0"
"8325","0"
"8326","0"
"8327","0"
"8328","0"
"8329","0"
"8330","0"
"8331","0"
"8332","0"
"8333","0"
"8334","0"
"8335","0"
"8336","0"
"8337","0"
"8338","0"
"8339","0"
"8340","0"
"8341","0"
"8342","0"
"8343","0"
"8344","0"
"8345","0"
"8346","0"
"8347","0"
"8348","0"
"8349","0"
"8350","0"
"8351","0"
"8352","0"
"8353","0"
"8354","0"
"8355","0"
"8356","0"
"8357","0"
"8358","0"
"8359","0"
"8360","0"
"8361","0"
"8362","0"
"8363","0"
"8364","0"
"8365","0"
"8366","0"
"8367","0"
"8368","0"
"8369","0"
"8370","0"
"8371","0"
"8372","0"
"8373","0"
"8374","0"
"8375","0"
"8376","0"
"8377","0"
"8378","0"
"8379","0"
"8380","0"
"8381","0"
"8382","0"
"8383","0"
"8384","0"
"8385","0"
"8386","0"
"8387","0"
"8388","0"
"8389","0"
"8390","0"
"8391","0"
"8392","0"
"8393","0"
"8394","0"
"8395","0"
"8396","0"
"8397","0"
